iter	RMSE
369	0.1826521807
370	0.182617961
371	0.1824939006
372	0.1823740009
373	0.1822728159
374	0.1820912212
375	0.181929259
376	0.1818406156
377	0.1817537138
378	0.1816780274
379	0.1815558043
380	0.1814481803
381	0.1813670086
382	0.1812547687
383	0.1811802798
384	0.1810203125
385	0.1810050043
386	0.1809506019
387	0.1808402815
388	0.1807957163
389	0.1807134865
390	0.1805666629
391	0.1805174197
392	0.1804756799
393	0.1803650326
394	0.1802589245
395	0.1801631965
396	0.1800638248
397	0.1799664996
398	0.1798515787
399	0.1797979375
400	0.1797096938
401	0.1796006973
402	0.1794752899
403	0.1794075408
404	0.1792237125
405	0.1791243835
406	0.1789506764
407	0.1789029
408	0.1786861083
409	0.1786203733
410	0.1784662729
411	0.1783969723
412	0.1783759954
413	0.1782741525
414	0.1781753597
415	0.1780545311
416	0.1779332268
417	0.1778481615
418	0.17770585
419	0.1776089879
420	0.1775079119
421	0.1773056314
422	0.1771873215
423	0.1770859291
424	0.1769978839
425	0.1769183494
426	0.176836764
427	0.1766304871
428	0.1764350804
429	0.1764114306
430	0.1763381711
431	0.1762744223
432	0.1761996261
433	0.1760018928
434	0.1758907661
435	0.1758014337
436	0.1757557015
437	0.1757016811
438	0.1756131631
439	0.1754730187
440	0.1752848988
441	0.1751499198
442	0.1750779704
443	0.1750087495
444	0.174870249
445	0.1747645994
446	0.1746795728
447	0.1745669062
448	0.1744362871
449	0.1744032117
450	0.1743434686
451	0.1742574355
452	0.1741631154
453	0.17409165
454	0.1740530025
455	0.1739451319
456	0.1738799909
457	0.1737413364
458	0.1736239127
459	0.1735474254
460	0.1734973824
461	0.1734167828
462	0.1733354046
463	0.1731415603
464	0.1730304435
465	0.1728119248
466	0.1727415114
467	0.1726812135
468	0.172605254
469	0.1725680038
470	0.1724889909
471	0.1723878588
472	0.1723126154
473	0.1722569965
474	0.1721778052
475	0.1721296782
476	0.1719704795
477	0.1719194202
478	0.1718181263
479	0.1717293782
480	0.1716595963
481	0.1715678103
482	0.1714278058
483	0.171325311
484	0.1712589088
485	0.1712031951
486	0.1710300039
487	0.1709390561
488	0.1708888855
489	0.1707543498
490	0.1705935642
491	0.170519613
492	0.1704553944
493	0.170346272
494	0.1702620841
495	0.1701707741
496	0.1700874462
497	0.1700188696
498	0.1699430932
499	0.1698774495
500	0.1698130462
501	0.1697245406
502	0.1696570611
503	0.1695666559
504	0.1695179578
505	0.1694494822
506	0.1693860206
507	0.1692608414
508	0.169170729
509	0.1690795296
510	0.1690164337
511	0.1689192283
512	0.1688169323
513	0.1687614514
514	0.1686301153
515	0.1685450731
516	0.1683986012
517	0.1683339825
518	0.1681840511
519	0.1680373263
520	0.1678922046
521	0.167760346
522	0.1676747032
523	0.1675682101
524	0.1674737004
525	0.1674010294
526	0.1673143652
527	0.1672994959
528	0.1671832429
529	0.1670980878
530	0.167056467
531	0.1670033077
532	0.166907133
533	0.1668892774
534	0.1668308219
535	0.1667421837
536	0.1666700767
537	0.1665585996
538	0.1664917398
539	0.1663830605
540	0.1663134964
541	0.1662049555
542	0.1661095887
543	0.1660811508
544	0.1659635897
545	0.1658651903
546	0.1657905677
547	0.1657199342
548	0.1656015763
549	0.1655193373
550	0.1653965314
551	0.1653102309
552	0.1652631753
553	0.1651829133
554	0.1651271982
555	0.1650715266
556	0.1650280505
557	0.1649523215
558	0.1648941638
559	0.1648361486
560	0.1647702713
561	0.1647218935
562	0.1646622252
563	0.1645097883
564	0.1644704521
565	0.1643944998
566	0.164295866
567	0.1642081405
568	0.1641306364
569	0.164035835
570	0.1639613839
571	0.1638610361
572	0.1637657381
573	0.1636507052
574	0.1636044526
575	0.1634619432
576	0.1633245513
577	0.1632607978
578	0.1631623119
579	0.1630616502
580	0.163010803
581	0.1629542794
582	0.1628549791
583	0.1627726963
584	0.1626728096
585	0.1625630821
586	0.1624785073
587	0.1623730835
588	0.1623300101
589	0.1622853433
590	0.1621968534
591	0.1621544075
592	0.1621170592
593	0.1620951143
594	0.1620393845
595	0.1619489483
596	0.1619233663
597	0.1618691799
598	0.1618203208
599	0.1617777784
600	0.1616916724
601	0.1616366603
602	0.1615550959
603	0.1614764362
604	0.1613230483
605	0.1611891981
606	0.1610844276
607	0.1609672794
608	0.1608830603
609	0.1608080799
610	0.1607314045
611	0.1606870508
612	0.1606128923
613	0.1604542222
614	0.1603818409
615	0.1603009976
616	0.1602400089
617	0.1601856796
618	0.1600538001
619	0.1599978979
620	0.1599465552
621	0.1598904024
622	0.1597965065
623	0.1597013518
624	0.159636044
625	0.1596198593
626	0.1594795605
627	0.1593955324
628	0.1593307497
629	0.1592345143
630	0.1591797572
631	0.1591254653
632	0.1590420609
633	0.158938546
634	0.1588571426
635	0.1587708846
636	0.1587288178
637	0.1586673716
638	0.1586341696
639	0.1585908685
640	0.1585513007
641	0.1584767069
642	0.1583996834
643	0.1583275397
644	0.1582685948
645	0.1582068564
646	0.1580886895
647	0.1580257465
648	0.1579584206
649	0.1578787907
650	0.1577721879
651	0.1577050536
652	0.1576481243
653	0.1576222327
654	0.1575552666
655	0.1574672046
656	0.1573800202
657	0.157266687
658	0.1571978281
659	0.1570973842
660	0.157013774
661	0.1569718336
662	0.1569388544
663	0.1568758225
664	0.1566852895
665	0.1566263464
666	0.1565884822
667	0.1565079928
668	0.1564446649
669	0.1563345297
670	0.1562456781
671	0.1561591161
672	0.1561225685
673	0.1560693406
674	0.1559811715
675	0.1558924752
676	0.1557971734
677	0.1556622113
678	0.1556144621
679	0.1555720288
680	0.1555056369
681	0.1554441567
682	0.1553565518
683	0.1553253317
684	0.1552736915
685	0.1552362209
686	0.1551570142
687	0.1551012232
688	0.15504455
689	0.1550257507
690	0.1549023966
691	0.1547389341
692	0.1546352731
693	0.1545964058
694	0.1544916655
695	0.1544206328
696	0.1543614249
697	0.1542944547
698	0.1542637952
699	0.1541709287
700	0.1540986356
701	0.1540340898
702	0.1539432029
703	0.1538756371
704	0.1538068267
705	0.1537722412
706	0.1537101319
707	0.1536267665
708	0.1535139556
709	0.1534559935
710	0.1533692188
711	0.1532220903
712	0.1531449871
713	0.1530735979
714	0.1529712074
715	0.1528802225
716	0.1528066398
717	0.1527223448
718	0.1526695073
719	0.1526199981
720	0.1525866117
721	0.1525229034
722	0.1524431178
723	0.1523552284
724	0.1523197245
725	0.1522621471
726	0.1521727895
727	0.1521176513
728	0.1520968605
729	0.152032652
730	0.1519560592
731	0.1518771866
732	0.151818831
733	0.1517412035
734	0.151611823
735	0.1515461471
736	0.1515083289
737	0.1514306145
738	0.1514143374
739	0.1513387345
740	0.1512700054
741	0.1511805891
742	0.1511067473
743	0.150985402
744	0.1509470395
745	0.1509299842
746	0.1508525751
747	0.1507973587
748	0.1507392627
749	0.1507130028
750	0.150684645
751	0.1506180151
752	0.1504834788
753	0.150388984
754	0.1503590048
755	0.1502611383
756	0.1502130337
757	0.1501696445
758	0.1500924556
759	0.1500531436
760	0.1499396905
761	0.1498222045
762	0.1497677192
763	0.1496924791
764	0.1496015936
765	0.1495543015
766	0.1494155931
767	0.1493826957
768	0.1493604661
769	0.1492764876
770	0.1492222443
771	0.1491525762
772	0.1490806173
773	0.1490179374
774	0.1490001791
775	0.1489215655
776	0.1488367766
777	0.1488182781
778	0.1487584474
779	0.1486813858
780	0.1486518944
781	0.1485740892
782	0.1485318126
783	0.1484873615
784	0.148425596
785	0.1483754109
786	0.1483408629
787	0.1482790217
788	0.1482557143
789	0.1481599265
790	0.1481206296
791	0.1480450977
792	0.1479723062
793	0.1479154392
794	0.1478302857
795	0.1477230749
796	0.1476689668
797	0.1476365966
798	0.1475817996
799	0.147514467
800	0.1473644443
801	0.1473064259
802	0.147220241
803	0.1470678287
804	0.1469372666
805	0.1468428994
806	0.1467834681
807	0.1467201539
808	0.1467015058
809	0.1466144297
810	0.1465475309
811	0.1464321881
812	0.1463831268
813	0.146360178
814	0.1463177355
815	0.1462637825
816	0.1462264966
817	0.1461838761
818	0.1461101716
819	0.1460466248
820	0.1460243737
821	0.1460007154
822	0.1459609163
823	0.1459183812
824	0.1458354976
825	0.1456868471
826	0.1456451402
827	0.1455432942
828	0.1454460115
829	0.1453775184
830	0.1453100703
831	0.1452443806
832	0.1452276561
833	0.1451815175
834	0.145112111
835	0.1450484254
836	0.1450101727
837	0.1449165396
838	0.1448647575
839	0.1446896548
840	0.144617669
841	0.1445790038
842	0.1444657045
843	0.144448864
844	0.1444244356
845	0.1444054574
846	0.1443522274
847	0.1442823685
848	0.1442505641
849	0.1442064378
850	0.1441644412
851	0.1441223336
852	0.144058918
853	0.1440324789
854	0.1439924459
855	0.1439467355
856	0.1438710891
857	0.1438066101
858	0.1437595126
859	0.1437022713
860	0.1436780557
861	0.143603088
862	0.1435316421
863	0.1434966703
864	0.1434339741
865	0.1434033749
866	0.1433036066
867	0.1432619333
868	0.1431974782
869	0.143162228
870	0.1431301294
871	0.1430536386
872	0.1430207315
873	0.1429500399
874	0.1428394052
875	0.1427585557
876	0.1426821983
877	0.1426376046
878	0.142560493
879	0.1424645843
880	0.1424376529
881	0.1423834932
882	0.1423281284
883	0.1422810699
884	0.1422394195
885	0.1421956409
886	0.1421345624
887	0.1420587278
888	0.1420320878
889	0.1420079797
890	0.1418970683
891	0.1418798471
892	0.1418477095
893	0.1418250146
894	0.1417636775
895	0.1417207775
896	0.1416347772
897	0.1415909145
898	0.1415831931
899	0.1415503285
900	0.1414634168
901	0.1413614044
902	0.1412978636
903	0.1411770726
904	0.1411383222
905	0.1410700764
906	0.1410066136
907	0.1409257698
908	0.1408929405
909	0.1408080919
910	0.1407622519
911	0.1406791472
912	0.1406388769
913	0.1405587583
914	0.140523249
915	0.1404629769
916	0.1404362818
917	0.1403844831
918	0.1403598983
919	0.1402907131
920	0.1402075895
921	0.1401577934
922	0.1400979405
923	0.1399988648
924	0.1399453588
925	0.1399289712
926	0.1399009785
927	0.1398459793
928	0.1398264
929	0.1398011521
930	0.1397527953
931	0.1397080507
932	0.1395695403
933	0.1395392126
934	0.1394647835
935	0.1394372427
936	0.1393824618
937	0.1393504894
938	0.1392683007
939	0.1391794786
940	0.1391566867
941	0.1391061797
942	0.1390626406
943	0.1390437671
944	0.1389540165
945	0.1388622588
946	0.1388033673
947	0.1387695396
948	0.1387381024
949	0.1386762725
950	0.1386143017
951	0.1385459932
952	0.1384924812
953	0.1384431977
954	0.1383816186
955	0.1382976572
956	0.1381899134
957	0.1381577211
958	0.1381295739
959	0.1380774862
960	0.1379952922
961	0.1379694618
962	0.1379119176
963	0.1378809322
964	0.1378106742
965	0.1377639512
966	0.1377253854
967	0.1376256535
968	0.137591591
969	0.137484379
970	0.1373767636
971	0.1373431188
972	0.1372975667
973	0.1372611757
974	0.1372330401
975	0.1371600329
976	0.137099537
977	0.137066139
978	0.1370358188
979	0.1370036467
980	0.1369630763
981	0.1369141296
982	0.1368017356
983	0.136764125
984	0.1367260476
985	0.1366784721
986	0.1366429651
987	0.136587618
988	0.1365171659
989	0.1364699995
990	0.1364133196
991	0.1363855926
992	0.1363225385
993	0.1363094664
994	0.1362592422
995	0.1362386209
996	0.1361619905
997	0.136099736
998	0.1360445741
999	0.1359693323
